Id	Name	Recycled	Cr min	Cr max	Cd min	Cd max	Dr min	Dr max	Fl min	Fl max	Hr min	Hr max	Ma min	Ma max	Pe min	Pe max	Oq min	Oq max	Sr min	Sr max	Ut min	Ut max	Er min	Er max	Container
rice_domesticated_mustafar	Mustafarian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild	Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_corellia	Corellian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_dantooine	Dantooine Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_dathomir	Dathomirian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_endor	Endorian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_lok	Lokian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_naboo	Nabooian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_rori	Rori Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_talus	Talusian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_tatooine	Tatooinian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_yavin4	Yavinian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_kashyyyk	Kashyyykian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_wild_mustafar	Mustafarian Wild Rice		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
oats	Oats		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated	Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_corellia	Corellian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_dantooine	Dantooine Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_dathomir	Dathomirian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_endor	Endorian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_lok	Lokian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_naboo	Nabooian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_rori	Rori Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_talus	Talusian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_tatooine	Tatooinian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_yavin4	Yavinian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_kashyyyk	Kashyyykian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_domesticated_mustafar	Mustafarian Domesticated Oats		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild	Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_corellia	Corellian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_dantooine	Dantooine Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_dathomir	Dathomirian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_endor	Endorian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_lok	Lokian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_naboo	Nabooian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_rori	Rori Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_talus	Talusian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_tatooine	Tatooinian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_yavin4	Yavinian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_kashyyyk	Kashyyykian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
oats_wild_mustafar	Mustafarian Wild Oats		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_oats.iff
wheat	Wheat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated	Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_corellia	Corellian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_dantooine	Dantooine Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_dathomir	Dathomirian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_endor	Endorian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_lok	Lokian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_naboo	Nabooian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_rori	Rori Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_talus	Talusian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_tatooine	Tatooinian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_yavin4	Yavinian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_kashyyyk	Kashyyykian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_domesticated_mustafar	Mustafarian Domesticated Wheat		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild	Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_corellia	Corellian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_dantooine	Dantooine Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_dathomir	Dathomir Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_endor	Endorian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_lok	Lokian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_naboo	Nabooian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_rori	Rori Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_talus	Talusian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_tatooine	Tatooinian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_yavin4	Yavinian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_kashyyyk	Kashyyykian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
wheat_wild_mustafar	Mustafarian Wild Wheat		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_wheat.iff
seeds	Seeds		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable	Vegetables		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
mixed_vegetables	Mixed Vegetables	1	0	0	0	0	200	200	200	200	0	0	0	0	200	200	200	200	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens	Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_corellia	Corellian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_dantooine	Dantooine Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_dathomir	Dathomirian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_endor	Endorian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_lok	Lokian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_naboo	Nabooian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_rori	Rori Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_talus	Talusian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_tatooine	Tatooinian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_yavin4	Yavinian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_kashyyyk	Kashyyykian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_greens_mustafar	Mustafarian Vegetable Greens		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_green_vegetables.iff
vegetable_beans	Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_corellia	Corellian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_dantooine	Dantooine Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_dathomir	Dathomirian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_endor	Endorian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_lok	Lokian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_naboo	Nabooian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_rori	Rori Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_talus	Talusian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_tatooine	Tatooinian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_yavin4	Yavinian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_kashyyyk	Kashyyykian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_beans_mustafar	Mustafarian Vegetable Beans		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_bean.iff
vegetable_tubers	Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_corellia	Corellian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_dantooine	Dantooine Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_dathomir	Dathomirian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_endor	Endorian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_lok	Lokian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_naboo	Nabooian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_rori	Rori Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_talus	Talusian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_tatooine	Tatooinian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_yavin4	Yavinian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_kashyyyk	Kashyyykian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_tubers_mustafar	Mustafarian Vegetable Tubers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_tuber.iff
vegetable_fungi	Fungi		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_corellia	Corellian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_dantooine	Dantooine Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_dathomir	Dathomirian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_endor	Endorian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_lok	Lokian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_naboo	Nabooian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_rori	Rori Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_talus	Talusian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_tatooine	Tatooinian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_yavin4	Yavinian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_kashyyyk	Kashyyykian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
vegetable_fungi_mustafar	Mustafarian Vegetable Fungus		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fungi.iff
fruit	Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
mixed_fruits	Mixed Fruits	1	0	0	0	0	200	200	200	200	0	0	0	0	200	200	200	200	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits	Fruits		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_corellia	Corellian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_dantooine	Dantooine Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_dathomir	Dathomirian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_endor	Endorian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_lok	Lokian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_naboo	Nabooian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_rori	Rori Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_talus	Talusian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_tatooine	Tatooinian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_yavin4	Yavinian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_kashyyyk	Kashyyykian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_fruits_mustafar	Mustafarian Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries	Berries		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_corellia	Corellia Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_dantooine	Dantooine Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_dathomir	Dathomirian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_endor	Endorian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_lok	Lokian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_naboo	Nabooian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_rori	Rori Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_talus	Talusian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_tatooine	Tatooinian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_yavin4	Yavinian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_kashyyyk	Kashyyykian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_berries_mustafar	Mustafarian Berry Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_flowers	Flowers		0	0	0	0	1	1000	1	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_flowers_corellia	Corellia Flower Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_flowers_dantooine	Dantooine Flower Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_flowers_dathomir	Dathomirian Flower Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_flowers_endor	Endorian Flower Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
fruit_flowers_lok	Lokian Flower Fruit		0	0	0	0	1	1000	1	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_fruit.iff
